,Unnamed: 0,id,city,code,name,urlKey,budget,tag,tags,rating,reviewNumber,discounts,is_premium,is_promoted,chain.id,chain.name,chain.url_key,chain.is_accepting_global_vouchers,chain.code,chain.main_vendor_code,characteristics.cuisines,characteristics.food_characteristics,characteristics.primary_cuisine.id,characteristics.primary_cuisine.name,characteristics.primary_cuisine.url_key,characteristics.primary_cuisine.main,lat,long,street_address,Unnamed: 0.1,@id,address.streetAddress,address.addressLocality,geo.latitude,geo.longitude,potentialAction.priceSpecification.price
0,0,54033.0,islamabad,c4kf,Cafeina Time,cafeina-time,3.0,,[],2.5,2.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'desserts', 'asian', 'burgers']","[{'id': 56, 'name': 'BBQ', 'is_halal': False, 'is_vegetarian': False}, {'id': 68, 'name': 'Fried Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 114, 'name': 'Karahi', 'is_halal': False, 'is_vegetarian': False}, {'id': 147, 'name': 'Biryani', 'is_halal': False, 'is_vegetarian': False}, {'id': 148, 'name': 'Chips', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 74, 'name': 'Ice Cream', 'is_halal': False, 'is_vegetarian': False}, {'id': 65, 'name': 'Fast Food', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",75.0,Asian,asian,True,,,,0,https://www.foodpanda.pk/restaurant/c4kf/cafeina-time,"Cafeina Time City Center, D-12 Markaz  islamabad",Islamabad,33.7025871,72.9483978,376.5
1,1,57557.0,islamabad,afjv,Rapido PIZZA & FAST FOOD,rapido-pizza-and-fast-food,3.0,,[],4.1,44.0,[],False,False,,,,,,,"['asian', 'burgers', 'pizza']","[{'id': 99, 'name': 'Wraps', 'is_halal': False, 'is_vegetarian': False}, {'id': 68, 'name': 'Fried Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 148, 'name': 'Chips', 'is_halal': False, 'is_vegetarian': False}, {'id': 90, 'name': 'Soup', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 119, 'name': 'Roll Paratha', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",75.0,Asian,asian,True,,,,1,https://www.foodpanda.pk/restaurant/afjv/rapido-pizza-and-fast-food,"Shop# 31, Ground floor, AlGhaffar Mall, G-11 Markaz, Islamabad",Islamabad,33.66883370000001,72.99838670000001,652.89
2,2,24444.0,islamabad,n9jb,Rahat Pizza – F-11,rahat-pizza-f-11,3.0,Discount 20%,"[{'code': 'DEAL', 'text': 'Discount 20%'}]",2.4,58.0,[],False,False,,,,,,,"['fast-food', 'burgers', 'pizza']","[{'id': 99, 'name': 'Wraps', 'is_halal': False, 'is_vegetarian': False}]",86.0,Fast Food,fast-food,True,,,,2,https://www.foodpanda.pk/restaurant/n9jb/rahat-pizza-f-11,shop 1 select center plaza 2nd floor f11 markaz,Islamabad,33.6847,72.98645,370.91
3,3,68992.0,islamabad,g7f1,Desi Zaiqa,desi-zaiqa-g7f1,2.0,Flat 30% OFF,"[{'code': 'DEAL', 'text': 'Flat 30% OFF'}, {'code': 'NEW', 'text': 'NEXTGEN_NEW_TAG'}]",1.3,3.0,[],False,False,,,,,,,"['fast-food', 'burgers']",[],86.0,Fast Food,fast-food,True,,,,3,https://www.foodpanda.pk/restaurant/g7f1/desi-zaiqa-g7f1,"House no.13, Street no. 26, G-13/2, Islamabad.",Islamabad,33.6503062,72.958372,234.77
4,4,10654.0,islamabad,t1qn,Waseem Shanwari,waseem-shanwari,3.0,Top Rated,"[{'code': 'FREETEXT', 'text': 'Top Rated'}]",4.3,1109.0,[],False,False,,Waseem Shanwari,waseem-shanwari,,cx0es,l2a7,"['non-alcoholic-drinks', 'pakistani']","[{'id': 121, 'name': 'Tandoor', 'is_halal': False, 'is_vegetarian': False}, {'id': 56, 'name': 'BBQ', 'is_halal': False, 'is_vegetarian': False}, {'id': 112, 'name': 'Namkeen', 'is_halal': False, 'is_vegetarian': False}, {'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,4,https://www.foodpanda.pk/restaurant/t1qn/waseem-shanwari,Shop no.1 & 2 Main double road near Faisal bank E-11/2 Markaz.,Islamabad,33.699181,72.973778,317.5
5,5,53095.0,islamabad,h3ul,nani jan ka tarka,nani-jan-ka-tarka,2.0,Flat 20% OFF,"[{'code': 'DEAL', 'text': 'Flat 20% OFF'}, {'code': 'FREETEXT', 'text': 'Voucher: EF75'}]",4.1,360.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'asian', 'sandwiches']","[{'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 146, 'name': 'Kabab', 'is_halal': False, 'is_vegetarian': False}, {'id': 114, 'name': 'Karahi', 'is_halal': False, 'is_vegetarian': False}, {'id': 85, 'name': 'Salad', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",75.0,Asian,asian,True,,,,5,https://www.foodpanda.pk/restaurant/h3ul/nani-jan-ka-tarka,"Tariq heights apartment no.403, street 73 , F-11/1 Islamabad",Islamabad,33.680841,72.98840729999999,319.0
6,6,42298.0,islamabad,p6sb,Lahori Chaska Ziaqa Restaurant & Biryani Center,lahori-chaska-ziaqa-restaurant-and-biryani-center,3.0,,[],4.1,756.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'desserts', 'pakistani']","[{'id': 67, 'name': 'Fish', 'is_halal': False, 'is_vegetarian': False}, {'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}, {'id': 121, 'name': 'Tandoor', 'is_halal': False, 'is_vegetarian': False}, {'id': 222, 'name': 'Ramadan deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 135, 'name': 'Chai Tea', 'is_halal': False, 'is_vegetarian': False}, {'id': 146, 'name': 'Kabab', 'is_halal': False, 'is_vegetarian': False}, {'id': 147, 'name': 'Biryani', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 107, 'name': 'Halwa', 'is_halal': False, 'is_vegetarian': False}, {'id': 109, 'name': 'Lassi', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 85, 'name': 'Salad', 'is_halal': False, 'is_vegetarian': False}, {'id': 76, 'name': 'Meat', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,6,https://www.foodpanda.pk/restaurant/p6sb/lahori-chaska-ziaqa-restaurant-and-biryani-center,"Shop no, 1-2, Plaza no. 15, near Tooba Masjid,, E-11/3 Markaz",Islamabad,33.704087,72.979287,876.08
7,7,66516.0,islamabad,jw33,Chinese Hut,chinese-hut-jw33,3.0,,[],3.8,9.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'chinese', 'pizza']","[{'id': 90, 'name': 'Soup', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",74.0,Chinese,chinese,True,,,,7,https://www.foodpanda.pk/restaurant/jw33/chinese-hut-jw33,"Plot no.6, Street no. 1,  Basement, Al Maher Colony, Margalla Road, Sector E-11",Islamabad,33.6918739,72.98093695,492.32
8,8,63455.0,islamabad,k0xu,MFC- E-11,mfc-e-11,2.0,,[],4.2,145.0,[],False,False,,,,,,,"['chinese', 'burgers', 'sandwiches']","[{'id': 90, 'name': 'Soup', 'is_halal': False, 'is_vegetarian': False}, {'id': 229, 'name': 'Festive Deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",74.0,Chinese,chinese,True,,,,8,https://www.foodpanda.pk/restaurant/k0xu/mfc-e-11,"Shop.2, Basement Mahnoor Arcade, Near Lebanese Food, E-11/2",Islamabad,33.69920919,72.97387165,425.92
9,9,63914.0,islamabad,dsp1,Variety Naan Center,variety-naan-center,1.0,Top Rated,"[{'code': 'FREETEXT', 'text': 'Top Rated'}]",4.4,382.0,[],False,False,,,,,,,['pakistani'],"[{'id': 110, 'name': 'Paratha', 'is_halal': False, 'is_vegetarian': False}, {'id': 121, 'name': 'Tandoor', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,9,https://www.foodpanda.pk/restaurant/dsp1/variety-naan-center,Variety naan center f-11 markaz near khan hotel,Islamabad,33.683555600000005,72.9881944,84.58
10,10,66628.0,islamabad,wb36,Mariam's food corner,mariams-food-corner,2.0,,[],1.0,1.0,[],False,False,,,,,,,"['pakistani', 'burgers']",[],139.0,Pakistani,pakistani,True,,,,10,https://www.foodpanda.pk/restaurant/wb36/mariams-food-corner,House 493 street 9 sector F10/2 Islamabad,Islamabad,33.6936628,72.99622109999999,284.0
11,11,64441.0,islamabad,l0c7,Starboy - Burger & Fries,starboy-burger-and-fries,3.0,FLAT 50% OFF,"[{'code': 'DEAL', 'text': 'FLAT 50% OFF'}, {'code': 'FREETEXT', 'text': 'Voucher: EF75'}]",4.3,19.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'fast-food']","[{'id': 229, 'name': 'Festive Deals', 'is_halal': False, 'is_vegetarian': False}]",86.0,Fast Food,fast-food,True,,,,11,https://www.foodpanda.pk/restaurant/l0c7/starboy-burger-and-fries,"H# 593 Upper Portion, St 36, E-11/3",Islamabad,33.7013182,72.9799443,843.08
12,12,28125.0,islamabad,v3us,Mama's Food,mamas-food,3.0,Voucher: EF75,"[{'code': 'FREETEXT', 'text': 'Voucher: EF75'}]",4.4,79.0,[],False,False,,,,,,,"['desserts', 'pakistani']","[{'id': 121, 'name': 'Tandoor', 'is_halal': False, 'is_vegetarian': False}, {'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 146, 'name': 'Kabab', 'is_halal': False, 'is_vegetarian': False}, {'id': 147, 'name': 'Biryani', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 85, 'name': 'Salad', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,12,https://www.foodpanda.pk/restaurant/v3us/mamas-food,"Zain Apartment, Flat no 203, 2nd Floor, Street 92-A, E11/1 Islamabad",Islamabad,33.696399,72.975175,273.75
13,13,64654.0,islamabad,e1co,Pražen krompir,prazen-krompir,3.0,,[],3.2,4.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'pakistani', 'burgers']",[],139.0,Pakistani,pakistani,True,,,,13,https://www.foodpanda.pk/restaurant/e1co/prazen-krompir,Shop No 60-B Lower Ground Silver City Plaza G-11 Markaz Opp. G-11 Park,Islamabad,33.6684778,72.99666429999999,255.56
14,14,43155.0,islamabad,o0fs,Nawab Foods,nawab-foods,2.0,,[],3.6,198.0,[],False,False,,,,,,,"['chinese', 'desserts', 'pakistani']","[{'id': 99, 'name': 'Wraps', 'is_halal': False, 'is_vegetarian': False}, {'id': 110, 'name': 'Paratha', 'is_halal': False, 'is_vegetarian': False}, {'id': 147, 'name': 'Biryani', 'is_halal': False, 'is_vegetarian': False}, {'id': 80, 'name': 'Pasta', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,14,https://www.foodpanda.pk/restaurant/o0fs/nawab-foods,"house no 311, street no, 74 G 11/2 Isb.",Islamabad,33.669053000000005,72.992457,200.67
15,15,66583.0,islamabad,ctr1,Bagga's kitchen,baggas-kitchen,2.0,Flat 20% Off,"[{'code': 'DEAL', 'text': 'Flat 20% Off'}, {'code': 'FREETEXT', 'text': 'Voucher: EF50'}]",3.9,25.0,[],False,False,,,,,,,"['fast-food', 'burgers']",[],86.0,Fast Food,fast-food,True,,,,15,https://www.foodpanda.pk/restaurant/ctr1/baggas-kitchen,"Street#67, house no#433, G/11/2  ISLAMABAD near adnan market.",Islamabad,33.6717123,72.99148659999999,466.8
16,16,52765.0,islamabad,g3mh,Biryani District,biryani-district,2.0,,[],3.3,65.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'pakistani']","[{'id': 114, 'name': 'Karahi', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,16,https://www.foodpanda.pk/restaurant/g3mh/biryani-district,"Shop 50, Lower Ground, Al Ghaffar Mall, G11 Markaz",Islamabad,33.6686078,72.99860749999999,260.82
17,17,67807.0,islamabad,anaj,1st Cheese Emperor,1st-cheese-emperor,3.0,,[],3.1,6.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'fast-food', 'burgers', 'pizza']",[],86.0,Fast Food,fast-food,True,,,,17,https://www.foodpanda.pk/restaurant/anaj/1st-cheese-emperor,"Street 22, G-11/1 G 11/1 G-11, Islamabad, Islamabad Capital Territory",Islamabad,33.6646346,72.99012185,580.53
18,18,35281.0,islamabad,w4sq,Lingsa's Kitchen,lingsa-s-kitchen,3.0,,[],4.1,42.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'desserts', 'pakistani']","[{'id': 56, 'name': 'BBQ', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 65, 'name': 'Fast Food', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,18,https://www.foodpanda.pk/restaurant/w4sq/lingsa-s-kitchen,Shop #6 Lower Ground Imprial Square Sector E-11/2 Markaz Islamabad,Islamabad,33.699944,72.972639,476.44
19,19,60125.0,islamabad,ve9t,4th Street Pizza,4th-street-pizza,1.0,Discount 25%,"[{'code': 'DEAL', 'text': 'Discount 25%'}]",3.6,154.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'burgers', 'pizza']","[{'id': 68, 'name': 'Fried Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 226, 'name': 'Corporate Exclusives - April', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 80, 'name': 'Pasta', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",73.0,Pizza,pizza,True,,,,19,https://www.foodpanda.pk/restaurant/ve9t/4th-street-pizza,"Shop  No. 1, 2, Basement Adnan Market, Sector G-11/2,  Islamabad",Islamabad,33.67338825,72.9966376,454.35
20,20,31862.0,islamabad,v4fs,Maa Ka Khana,maa-ka-khana-home-chef-vendor,2.0,Voucher: EF75,"[{'code': 'FREETEXT', 'text': 'Voucher: EF75'}]",4.1,298.0,[],False,False,,,,,,,['pakistani'],"[{'id': 110, 'name': 'Paratha', 'is_halal': False, 'is_vegetarian': False}, {'id': 147, 'name': 'Biryani', 'is_halal': False, 'is_vegetarian': False}, {'id': 216, 'name': 'Garma garam nashta', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,20,https://www.foodpanda.pk/restaurant/v4fs/maa-ka-khana-home-chef-vendor,"Flat No 8, Last Floor  F11 Markaz Trade Centre Plaza Near Allied Bank, Islamabad",Islamabad,33.68318,72.988258,0.0
21,21,5984.0,islamabad,s9kj,The Burger Company - Islamabad,the-burger-company-islamabad,3.0,Top Rated,"[{'code': 'FREETEXT', 'text': 'Top Rated'}]",4.4,318.0,[],False,False,,,,,,,['burgers'],"[{'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}]",85.0,Burgers,burgers,True,,,,21,https://www.foodpanda.pk/restaurant/s9kj/the-burger-company-islamabad,"F10 lower ground, hassan arcade, next to d. Watson., f-11 markaz islamabad",Islamabad,33.6832611,72.98939250000001,757.67
22,22,10706.0,islamabad,t4as,The Coffee Bean & Tea Leaf - F11 Markaz,the-coffee-bean-tea-leaf-f11-markaz,2.0,Top Rated,"[{'code': 'FREETEXT', 'text': 'Top Rated'}]",4.4,860.0,[],False,False,,The Coffee Bean & Tea Leaf - Packages Mall,the-coffee-bean,,cb8kl,t4as,"['non-alcoholic-drinks', 'pizza']","[{'id': 135, 'name': 'Chai Tea', 'is_halal': False, 'is_vegetarian': False}, {'id': 116, 'name': 'Coffee', 'is_halal': False, 'is_vegetarian': False}, {'id': 108, 'name': 'Juices', 'is_halal': False, 'is_vegetarian': False}, {'id': 153, 'name': 'Milk', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",73.0,Pizza,pizza,True,,,,22,https://www.foodpanda.pk/restaurant/t4as/the-coffee-bean-tea-leaf-f11-markaz,"Olympus Mall, F11 Markaz, Islamabad",Islamabad,33.684470000000005,72.987881,409.38
23,23,63595.0,islamabad,yu9j,Aezal's Spot,aezals-spot,3.0,Voucher: EF75,"[{'code': 'FREETEXT', 'text': 'Voucher: EF75'}]",4.4,7.0,[],False,False,,,,,,,"['asian', 'burgers']",[],75.0,Asian,asian,True,,,,23,https://www.foodpanda.pk/restaurant/yu9j/aezals-spot,"House no 280 street 47 d12/2 NEAR Jamia Masjid Imam Muslim, F10, Islamabad",Islamabad,33.7040709,72.94310959999999,977.68
24,24,48919.0,islamabad,d0yv,wok toke cafe,wok-toke-cafe,3.0,,[],3.9,65.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'chinese', 'burgers', 'sandwiches']","[{'id': 78, 'name': 'Noodles', 'is_halal': False, 'is_vegetarian': False}, {'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 90, 'name': 'Soup', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 80, 'name': 'Pasta', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",74.0,Chinese,chinese,True,,,,24,https://www.foodpanda.pk/restaurant/d0yv/wok-toke-cafe,Ground floor Malik Arcade Near service society gate E 11/2 Markaz islamabad,Islamabad,33.7004344,72.9732197,2001.78
25,25,25839.0,islamabad,n7wg,Boom Boom Karachi Limka,boom-boom-karachi-limka,1.0,,[],4.1,16.0,[],False,False,,,,,,,"['pakistani', 'burgers']","[{'id': 145, 'name': 'Shakes', 'is_halal': False, 'is_vegetarian': False}, {'id': 104, 'name': 'Chaat', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 108, 'name': 'Juices', 'is_halal': False, 'is_vegetarian': False}, {'id': 93, 'name': 'Sweets', 'is_halal': False, 'is_vegetarian': False}, {'id': 109, 'name': 'Lassi', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,25,https://www.foodpanda.pk/restaurant/n7wg/boom-boom-karachi-limka,"Farhan Plaza Basement Shop 9, G11 Markaz, Islamabad",Islamabad,33.66955,72.99880999999999,131.43
26,26,61645.0,islamabad,f8a4,Pizza Factor 21,pizza-factor-21,3.0,,[],3.8,46.0,[],False,False,,,,,,,"['burgers', 'pizza']","[{'id': 99, 'name': 'Wraps', 'is_halal': False, 'is_vegetarian': False}]",73.0,Pizza,pizza,True,,,,26,https://www.foodpanda.pk/restaurant/f8a4/pizza-factor-21,"Shop 2, Ghaffer Plaza, E-11/2, Markaz",Islamabad,33.70008456,72.97285442,569.5
27,27,23004.0,islamabad,n3dd,Jimmy's Foods D-12,jimmy-s-foods-d-12,2.0, Discount 10% OFF,"[{'code': 'DEAL', 'text': ' Discount 10% OFF'}]",3.5,10.0,[],False,False,,,,,,,"['fast-food', 'burgers', 'pizza']","[{'id': 99, 'name': 'Wraps', 'is_halal': False, 'is_vegetarian': False}]",86.0,Fast Food,fast-food,True,,,,27,https://www.foodpanda.pk/restaurant/n3dd/jimmy-s-foods-d-12,"Shop#14, Swiss Center, Infront of Askari Bank D-12, Markaz",Islamabad,33.700722,72.950194,473.57
28,28,68669.0,islamabad,egpw,Lalain's Cuisine 101,lalains-cuisine-101,3.0,FLAT 30% OFF,"[{'code': 'DEAL', 'text': 'FLAT 30% OFF'}, {'code': 'NEW', 'text': 'NEXTGEN_NEW_TAG'}]",5.0,1.0,[],False,False,,,,,,,['pakistani'],"[{'id': 114, 'name': 'Karahi', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,28,https://www.foodpanda.pk/restaurant/egpw/lalains-cuisine-101,house 1483 street 31 ground floor G11/2 islamabad,Islamabad,33.66700720000001,72.98954609999998,269.38
29,29,63938.0,islamabad,vtfl,JUICE TIME,juice-time-1,3.0,Top Packaging,"[{'code': 'FREETEXT', 'text': 'Top Packaging'}]",4.2,321.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'asian']","[{'id': 145, 'name': 'Shakes', 'is_halal': False, 'is_vegetarian': False}, {'id': 106, 'name': 'Ice Cream Shakes', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 108, 'name': 'Juices', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",75.0,Asian,asian,True,,,,29,https://www.foodpanda.pk/restaurant/vtfl/juice-time-1,"Plot 38, paris plaza , F11 MArkaz",Islamabad,33.684611100000005,72.9876667,300.7
30,30,63082.0,islamabad,oc2z,Special Lahori Nashta & Naan Center,special-lahori-nashta-and-naan-center,2.0,,[],4.2,10.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'pakistani']","[{'id': 121, 'name': 'Tandoor', 'is_halal': False, 'is_vegetarian': False}, {'id': 143, 'name': 'Nihari', 'is_halal': False, 'is_vegetarian': False}, {'id': 222, 'name': 'Ramadan deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 216, 'name': 'Garma garam nashta', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,30,https://www.foodpanda.pk/restaurant/oc2z/special-lahori-nashta-and-naan-center,E eleven markaz main double road royal plaza in front of boom boom hot and spicy near waseem shanwari islambad,Islamabad,33.69915749,72.97400737,323.33
31,31,64484.0,islamabad,yezn,Danny's burgers & Sandwiches,dannys-burgers-and-sandwiches,2.0,,[],4.6,3.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'fast-food']","[{'id': 145, 'name': 'Shakes', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 108, 'name': 'Juices', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",86.0,Fast Food,fast-food,True,,,,31,https://www.foodpanda.pk/restaurant/yezn/dannys-burgers-and-sandwiches,"Plot 18,19, 1st Floor, Paradise Plaza, SCHS E 11/2 E-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Islamabad,33.700188,72.9726053,508.33
32,32,63289.0,islamabad,dm3s,Quetta Balochistan Cafe,quetta-balochistan-cafe,2.0,,[],4.1,31.0,[],False,False,,,,,,,['pakistani'],"[{'id': 67, 'name': 'Fish', 'is_halal': False, 'is_vegetarian': False}, {'id': 147, 'name': 'Biryani', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,32,https://www.foodpanda.pk/restaurant/dm3s/quetta-balochistan-cafe,"Hill Rd, F.E.C.H.S. PMCHS E 11/3 E-11, Islamabad, Islamabad Capital Territory",Islamabad,33.6987698,72.96731700000001,207.78
33,33,66580.0,islamabad,tl4w,Infinity Cafe & Restaurant - E11/2,infinity-cafe-and-restaurant-e11-2,3.0,,[],3.0,4.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'fast-food', 'pizza']","[{'id': 116, 'name': 'Coffee', 'is_halal': False, 'is_vegetarian': False}]",86.0,Fast Food,fast-food,True,,,,33,https://www.foodpanda.pk/restaurant/tl4w/infinity-cafe-and-restaurant-e11-2,Khushal plaza basement e11/2 markaz islamabad,Islamabad,33.6996185,72.9737068,581.21
34,34,26174.0,islamabad,n4vh,Islamabad Ka Khanay,islamabad-ka-khanay-home-chef,2.0,,[],3.8,564.0,[],False,False,,,,,,,['pakistani'],"[{'id': 143, 'name': 'Nihari', 'is_halal': False, 'is_vegetarian': False}, {'id': 147, 'name': 'Biryani', 'is_halal': False, 'is_vegetarian': False}, {'id': 85, 'name': 'Salad', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,34,https://www.foodpanda.pk/restaurant/n4vh/islamabad-ka-khanay-home-chef,"H#735,First Floor Ibnesina Road, G11/2",Islamabad,33.6722694,72.9884708,197.78
